Task,Time,Systolic,Diastolic,Participant ID,Trial,date,expName,frameRate,Unnamed: 10,t,Start,End,Duration
BMSC,,,,,,,,,,,34704.0,34795.0,91.0
MAIA,,,,,,,,,,,34832.0,35058.0,226.0
STAI,,,,,,,,,,,35102.0,35196.0,94.0
IFIS,,,,,,,,,,,35367.0,35390.0,23.0
caffeine,,,,,,,,,,,35411.0,35428.0,17.0
IAAS_00,,,,,,,,,,,35464.0,35635.0,171.0
BMS_00,,,,,,,,,,,35648.0,35783.0,135.0
blankScreen_00,09:56:34.469555,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,35794.0,35794.0,35974.0,180.0
BP_00,09:59:44.486250,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,35984.0,35984.0,36082.0,98.0
Saliva_00,10:03:51.203348,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,36231.0,36231.0,36233.0,2.0
Exposure,10:04:19.337942,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,36259.0,36259.0,36574.0,315.0
passiveViewing_01,10:09:44.252995,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,36584.0,36584.0,37447.0,863.0
blankScreen_01,10:24:19.222732,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,37459.0,37459.0,37639.0,180.0
BP_01,10:27:29.255335,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,37649.0,37649.0,37736.0,87.0
blankScreen_02,10:43:39.259308,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,38619.0,38619.0,38799.0,180.0
BP_02,10:46:49.291646,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,38809.0,38809.0,38890.0,81.0
IAAS_01,,,,,,,,,,,40239.0,40351.0,112.0
BMS_01,,,,,,,,,,,40362.0,40470.0,108.0
blankScreen_03,11:14:44.179783,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,40484.0,40484.0,40664.0,180.0
BP_03,11:17:54.210539,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,40674.0,40674.0,40757.0,83.0
blankScreen_04,11:24:51.112692,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,41091.0,41091.0,41271.0,180.0
BP_04,11:28:01.145435,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,41281.0,41281.0,41362.0,81.0
simpleRT_00,,,,,,,,,,,41429.0,41551.0,122.0
Exercise,11:32:56.979951,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,41576.0,41576.0,42480.0,904.0
BP_05,11:48:00.698809,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,42480.0,42480.0,42579.0,99.0
blankScreen_05,11:49:45.882419,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,42585.0,42585.0,42765.0,180.0
BP_06,11:52:55.915021,,,123H,2.0,2025-06-06_09h20.50.885,EVM,59.94786934064608,,42775.0,42775.0,42845.0,70.0
simpleRT_01,,,,,,,,,,,42917.0,43035.0,118.0
BMS_02,,,,,,,,,,,43053.0,43147.0,94.0
